JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
VC-S-013,Vibe Coder,Senior,5+,Python expert; JavaScript expert; Ruby basics; React/Vue frameworks advanced; AI coding assistant mastery; Prompt engineering advanced; Debugging AI outputs; Project leadership; Mentoring; Collaboration; Agile; Creativity; Problem-solving,Lead complex AI-assisted coding projects; Mentor junior and mid-level coders; Refine and optimize prompts for AI code generation; Debug and validate AI-generated code; Ensure adherence to project goals and quality standards; Document best practices and workflows,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile
VC-L-014,Vibe Coder,Lead,7+,Python expert; JavaScript expert; Ruby advanced; React/Vue frameworks expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile workflow oversight; Strategic planning; Problem-solving; Creativity,"Oversee AI-assisted coding projects across teams; Define prompt engineering standards; Mentor and guide senior, mid-level, and junior Vibe Coders; Ensure high-quality AI-generated code; Manage cross-team collaboration; Document workflows, guidelines, and innovation strategies",AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
VC-L-015,Vibe Coder,Lead,7+,Python expert; JavaScript expert; Ruby advanced; React/Vue frameworks expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Strategic planning; Agile oversight; Problem-solving; Creativity,Lead AI-assisted coding strategy across teams; Define and implement prompt engineering best practices; Mentor senior and mid-level Vibe Coders; Review and optimize AI-generated code; Ensure delivery quality and timeline adherence; Oversee cross-team collaboration,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
VC-L-016,Vibe Coder,Lead,8+,Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile workflow oversight; Strategic planning; Problem-solving; Creativity,"Lead AI-assisted coding initiatives across departments; Define and standardize prompt engineering practices; Mentor all levels of Vibe Coders; Ensure high-quality, secure AI-generated code; Oversee strategic project management; Document AI-assisted development best practices",AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
VC-L-017,Vibe Coder,Lead,7+,Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile oversight; Strategic planning; Problem-solving; Innovation management,Oversee AI-assisted coding projects; Define prompt engineering best practices; Mentor all team levels; Ensure code quality and performance; Coordinate cross-team collaboration; Drive AI development innovation; Document workflows and processes,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
VC-L-018,Vibe Coder,Lead,8+,Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile oversight; Strategic planning; Innovation management; Problem-solving,Lead AI-assisted coding strategy; Define and implement prompt engineering guidelines; Mentor and guide all Vibe Coders; Oversee AI code quality and performance; Ensure strategic project execution and timelines; Document workflows and innovation initiatives,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
VC-L-019,Vibe Coder,Lead,7+,Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile oversight; Strategic planning; Innovation management; Problem-solving; Cross-functional collaboration,Oversee AI-assisted coding initiatives; Set prompt engineering standards; Mentor team members at all levels; Ensure high-quality AI-generated code; Coordinate cross-functional projects; Drive innovation in AI-assisted software development,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
VC-L-020,Vibe Coder,Lead,8+,Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile workflow oversight; Strategic planning; Innovation management; Problem-solving; Cross-functional collaboration,Lead AI-assisted coding projects across the organization; Define prompt engineering and workflow standards; Mentor Vibe Coders at all levels; Oversee code quality and performance; Drive innovation in AI-assisted software development; Coordinate cross-functional collaboration; Document best practices and strategic initiatives,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership
WEB-F-001,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; React basics; Angular basics; Node.js basics; PHP basics; Git; GitHub basics; MySQL basics; MongoDB basics; RESTful APIs; AJAX; Responsive Design; UI/UX fundamentals,"Assist in front-end development tasks; Write basic HTML, CSS, and JavaScript code; Develop small components using React or Angular; Support backend API integration; Participate in version control with Git/GitHub; Learn responsive design principles; Assist in testing and debugging",HTML5; CSS3; JavaScript; React; Angular; Node.js; PHP; Git; RESTful APIs
WEB-F-002,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; Vue.js basics; Node.js basics; Python basics; Git; MySQL basics; REST APIs; JSON; Responsive Design,Develop simple front-end pages; Assist in back-end scripting with Node.js or Python; Integrate APIs into web pages; Learn version control practices; Participate in debugging and testing tasks,HTML5; CSS3; JavaScript; Vue.js; Node.js; Python; MySQL; REST APIs
WEB-F-003,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; Angular basics; React basics; Node.js basics; Git; MySQL basics; REST APIs; AJAX,Build basic front-end UI components; Support API integration and data fetching; Learn and apply responsive design; Collaborate with team members; Participate in code reviews,HTML5; CSS3; JavaScript; React; Angular; Node.js; REST APIs
WEB-F-004,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; React basics; PHP basics; Node.js basics; Git; MongoDB basics; AJAX; UI/UX fundamentals,Develop and maintain web pages; Support front-end and back-end integration; Work with version control systems; Test and debug simple web components; Participate in team discussions,HTML5; CSS3; JavaScript; React; Node.js; PHP; MongoDB; AJAX
WEB-F-005,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; Vue.js basics; Node.js basics; Git; MySQL basics; REST APIs; Responsive Design,Assist in front-end development; Develop interactive UI elements; Integrate APIs with web pages; Support database operations; Follow version control workflows; Debug and test components,HTML5; CSS3; JavaScript; Vue.js; Node.js; MySQL; REST APIs
WEB-F-006,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; Angular basics; Node.js basics; Python basics; Git; MySQL basics; REST APIs,Support front-end web development; Implement basic API calls; Assist in responsive design; Participate in testing and bug fixing; Follow Git version control,HTML5; CSS3; JavaScript; Angular; Node.js; Python; MySQL; REST APIs
WEB-F-007,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; React basics; Node.js basics; Git; MongoDB basics; REST APIs; Responsive Design,Build UI components under supervision; Support backend API integration; Assist in database connection tasks; Participate in code reviews; Test front-end and back-end modules,HTML5; CSS3; JavaScript; React; Node.js; MongoDB; REST APIs
WEB-F-008,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; Angular basics; PHP basics; Node.js basics; Git; MySQL basics; REST APIs,Assist in building web applications; Implement front-end layouts; Integrate REST APIs; Participate in testing and debugging; Follow version control practices,HTML5; CSS3; JavaScript; Angular; Node.js; PHP; MySQL; REST APIs
WEB-F-009,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; React basics; Node.js basics; Git; MySQL basics; REST APIs; AJAX; UI/UX fundamentals,Support development of interactive web pages; Implement API calls; Work on responsive design; Test and debug applications; Collaborate with team members,HTML5; CSS3; JavaScript; React; Node.js; MySQL; REST APIs; AJAX
WEB-F-010,Web Developer,Fresher,0-1,HTML5; CSS3; JavaScript; Vue.js basics; Node.js basics; Git; MongoDB basics; REST APIs; AJAX,Assist in front-end component development; Integrate APIs and data services; Work with version control; Participate in testing and debugging; Support responsive UI development,HTML5; CSS3; JavaScript; Vue.js; Node.js; MongoDB; REST APIs
WEB-E-011,Web Developer,Experienced,3+,JavaScript; TypeScript; React; Node.js; Express.js; SQL; MongoDB; Docker; AWS; REST APIs; GraphQL; CI/CD,Design and implement front-end and back-end components; Develop full stack applications using React and Node.js; Manage SQL and NoSQL databases; Implement Docker containers and AWS deployment; Design and consume REST and GraphQL APIs; Maintain CI/CD pipelines,TypeScript; React; Node.js; Express.js; SQL; MongoDB; Docker; AWS; REST APIs; GraphQL
WEB-E-012,Web Developer,Experienced,4+,JavaScript; TypeScript; Angular; Node.js; Express.js; Django; SQL; Redis; Docker; AWS; CI/CD; Testing with Jest,Develop and maintain Angular front-end apps; Implement Node.js and Django backend services; Optimize database performance and caching with Redis; Deploy applications using Docker and AWS; Set up automated testing with Jest; Manage CI/CD pipelines,TypeScript; Angular; Node.js; Django; SQL; Redis; Docker; AWS; CI/CD; Jest
WEB-E-013,Web Developer,Experienced,5+,JavaScript; React; Node.js; Express.js; MongoDB; Docker; Kubernetes; AWS; REST APIs; GraphQL,Build scalable web applications; Implement React front-end and Node.js back-end; Manage MongoDB databases; Deploy with Docker and Kubernetes; Develop and integrate REST and GraphQL APIs; Ensure web performance and security,React; Node.js; Express.js; MongoDB; Docker; Kubernetes; AWS; REST APIs; GraphQL
